LearningStyle_Cluster,Performance_Cluster,Affective_Cluster,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningPerformance_Cluster,LearningStyle,Motivation,OnlineCourses,Resources,StressLevel,StudyHours
3,0,1,21,60,91,0,0,59,1,2,0,1,0,0,2,20,1,0,16
3,2,1,25,92,91,1,1,56,1,2,0,1,2,3,2,15,1,0,16
3,2,1,27,100,91,1,1,57,1,2,0,1,2,0,2,11,1,1,16
3,0,1,27,57,91,1,1,55,1,2,0,1,0,0,2,14,1,2,16
3,1,0,29,67,73,1,1,76,1,1,1,1,1,1,0,14,1,2,18
3,0,0,29,53,73,1,0,64,1,2,1,1,0,2,0,12,1,2,18
0,2,0,25,80,73,1,0,62,1,2,1,1,2,1,0,5,1,2,18
0,0,0,18,52,73,0,1,65,1,2,1,1,0,0,0,3,1,2,18
2,1,2,29,67,73,1,1,76,0,1,1,0,1,1,1,14,2,2,18
1,0,2,29,53,73,1,0,64,0,2,1,0,0,2,1,12,2,2,18
1,2,2,25,80,73,1,0,62,0,2,1,0,2,1,1,5,2,2,18
1,0,2,18,52,73,0,1,65,0,2,1,0,0,0,1,3,2,2,18
3,1,0,29,67,73,1,1,76,1,1,1,1,1,1,0,14,2,2,18
3,0,0,29,53,73,1,0,64,1,2,1,1,0,2,0,12,2,2,18
0,2,0,25,80,73,1,0,62,1,2,1,1,2,1,0,5,2,2,18
1,0,0,18,52,73,0,1,65,1,2,1,1,0,0,0,3,2,2,18
3,1,0,29,67,73,1,1,76,1,1,1,0,1,1,0,14,1,2,18
3,0,0,29,53,73,1,0,64,1,2,1,0,0,2,0,12,1,2,18
0,2,0,25,80,73,1,0,62,1,2,1,0,2,1,0,5,1,2,18
0,0,0,18,52,73,0,1,65,1,2,1,0,0,0,0,3,1,2,18
3,1,0,27,66,70,0,1,83,1,1,1,1,1,3,1,17,2,2,22
0,2,2,18,86,70,1,1,47,1,3,1,1,2,1,1,2,2,0,22
3,1,0,27,66,70,0,1,83,1,1,1,1,1,3,2,17,2,2,22
0,2,0,18,86,70,1,1,47,1,3,1,1,2,1,2,2,2,0,22
3,1,0,27,66,70,0,1,83,1,1,1,1,1,3,0,17,2,2,22
0,2,0,18,86,70,1,1,47,1,3,1,1,2,1,0,2,2,0,22
3,1,0,27,66,70,0,1,83,1,1,1,1,1,3,2,17,1,2,22
0,2,0,18,86,70,1,1,47,1,3,1,1,2,1,2,2,1,0,22
2,1,0,27,66,70,0,1,83,0,1,1,1,1,3,1,17,0,2,22
0,2,2,18,86,70,1,1,47,0,3,1,1,2,1,1,2,0,0,22
2,1,0,27,66,70,0,1,83,0,1,1,1,1,3,0,17,0,2,22
0,2,0,18,86,70,1,1,47,0,3,1,1,2,1,0,2,0,0,22
2,1,0,27,66,70,0,1,83,0,1,1,1,1,3,1,17,0,2,22
0,2,2,18,86,70,1,1,47,0,3,1,1,2,1,1,2,0,0,22
2,1,0,27,66,70,0,1,83,0,1,1,1,1,3,0,17,2,2,22
1,2,0,18,86,70,1,1,47,0,3,1,1,2,1,0,2,2,0,22
2,1,0,27,66,70,0,1,83,1,1,1,1,1,3,0,17,0,2,22
0,2,0,18,86,70,1,1,47,1,3,1,1,2,1,0,2,0,0,22
2,1,0,27,66,70,0,1,83,0,1,1,1,1,3,1,17,1,2,22
0,2,2,18,86,70,1,1,47,0,3,1,1,2,1,1,2,1,0,22
3,2,0,23,79,67,1,0,53,0,3,1,1,2,2,0,16,1,2,22
2,0,0,18,62,67,0,1,56,0,2,1,1,0,3,0,19,1,2,22
3,2,0,23,79,67,1,0,53,1,3,1,1,2,2,1,16,2,2,22
2,0,0,18,62,67,0,1,56,1,2,1,1,0,3,1,19,2,2,22
3,2,0,23,79,67,1,0,53,1,3,1,1,2,2,2,16,1,2,22
3,0,0,18,62,67,0,1,56,1,2,1,1,0,3,2,19,1,2,22
3,2,0,23,79,67,1,0,53,0,3,1,1,2,2,1,16,2,2,22
2,0,0,18,62,67,0,1,56,0,2,1,1,0,3,1,19,2,2,22
3,2,0,23,79,67,1,0,53,1,3,1,1,2,2,0,16,1,2,22
3,0,0,18,62,67,0,1,56,1,2,1,1,0,3,0,19,1,2,22
3,2,0,23,79,67,1,0,53,1,3,1,1,2,2,1,16,1,2,22
3,0,0,18,62,67,0,1,56,1,2,1,1,0,3,1,19,1,2,22
3,2,0,23,79,67,1,0,53,1,3,1,1,2,2,2,16,2,2,22
2,0,0,18,62,67,0,1,56,1,2,1,1,0,3,2,19,2,2,22
3,2,0,23,79,67,1,0,53,0,3,1,1,2,2,2,16,2,2,22
2,0,0,18,62,67,0,1,56,0,2,1,1,0,3,2,19,2,2,22
3,2,0,23,79,67,1,0,53,1,3,1,1,2,2,1,16,2,2,22
2,0,0,18,62,67,0,1,56,1,2,1,1,0,3,1,19,2,2,22
0,3,0,22,97,65,0,1,74,1,1,0,1,3,0,0,4,0,2,32
3,1,0,19,61,65,1,1,90,1,0,0,1,1,1,0,17,0,2,32
1,3,0,22,97,65,0,1,74,0,1,0,1,3,0,1,4,1,2,32
3,1,0,19,61,65,1,1,90,0,0,0,1,1,1,1,17,1,2,32
3,3,1,29,98,87,1,0,73,1,1,1,1,3,3,0,20,1,2,12
3,1,1,23,59,87,1,1,83,1,1,1,1,1,0,0,20,1,0,12
3,0,1,21,68,85,1,1,42,0,3,1,1,0,1,2,14,1,2,16
0,2,1,25,100,85,1,1,42,0,3,1,1,2,1,2,7,1,0,16
2,1,1,25,72,85,0,0,74,0,1,1,1,1,0,2,19,1,2,16
3,1,2,28,71,85,1,0,70,0,1,1,1,1,0,2,14,1,1,16
3,0,1,21,68,85,1,1,42,1,3,1,1,0,1,2,14,2,2,16
0,2,1,25,100,85,1,1,42,1,3,1,1,2,1,2,7,2,0,16
2,1,1,25,72,85,0,0,74,1,1,1,1,1,0,2,19,2,2,16
3,1,2,28,71,85,1,0,70,1,1,1,1,1,0,2,14,2,1,16
2,0,0,21,68,85,1,1,42,0,3,1,1,0,1,0,14,0,2,16
1,2,0,25,100,85,1,1,42,0,3,1,1,2,1,0,7,0,0,16
2,1,0,25,72,85,0,0,74,0,1,1,1,1,0,0,19,0,2,16
2,1,2,28,71,85,1,0,70,0,1,1,1,1,0,0,14,0,1,16
3,0,0,21,68,85,1,1,42,1,3,1,1,0,1,0,14,0,2,16
0,2,0,25,100,85,1,1,42,1,3,1,1,2,1,0,7,0,0,16
2,1,0,25,72,85,0,0,74,1,1,1,1,1,0,0,19,0,2,16
3,1,2,28,71,85,1,0,70,1,1,1,1,1,0,0,14,0,1,16
3,0,1,21,68,85,1,1,42,0,3,1,1,0,1,2,14,1,2,16
0,2,1,25,100,85,1,1,42,0,3,1,1,2,1,2,7,1,0,16
2,1,1,25,72,85,0,0,74,0,1,1,1,1,0,2,19,1,2,16
3,1,2,28,71,85,1,0,70,0,1,1,1,1,0,2,14,1,1,16
3,0,0,21,68,85,1,1,42,1,3,1,0,0,1,0,14,1,2,16
0,2,0,25,100,85,1,1,42,1,3,1,0,2,1,0,7,1,0,16
3,1,0,25,72,85,0,0,74,1,1,1,0,1,0,0,19,1,2,16
3,1,2,28,71,85,1,0,70,1,1,1,0,1,0,0,14,1,1,16
3,0,1,21,68,85,1,1,42,0,3,1,1,0,1,2,14,1,2,16
0,2,1,25,100,85,1,1,42,0,3,1,1,2,1,2,7,1,0,16
2,1,1,25,72,85,0,0,74,0,1,1,1,1,0,2,19,1,2,16
3,1,2,28,71,85,1,0,70,0,1,1,1,1,0,2,14,1,1,16
2,0,0,21,56,62,0,1,45,0,3,0,1,0,2,1,20,1,2,31
3,0,0,21,56,62,0,1,45,1,3,0,1,0,2,1,20,1,2,31
2,1,0,24,59,71,1,1,74,0,1,1,1,1,0,1,13,0,2,21
1,3,2,24,92,71,1,1,97,0,0,1,1,3,3,1,6,0,0,21
3,1,0,24,59,71,1,1,74,1,1,1,1,1,0,0,13,1,2,21
0,3,0,24,92,71,1,1,97,1,0,1,1,3,3,0,6,1,0,21
3,1,0,24,59,71,1,1,74,0,1,1,1,1,0,2,13,1,2,21
0,3,0,24,92,71,1,1,97,0,0,1,1,3,3,2,6,1,0,21
3,1,0,24,59,71,1,1,74,0,1,1,1,1,0,0,13,1,2,21
0,3,0,24,92,71,1,1,97,0,0,1,1,3,3,0,6,1,0,21
3,1,0,24,59,71,1,1,74,1,1,1,1,1,0,1,13,1,2,21
0,3,2,24,92,71,1,1,97,1,0,1,1,3,3,1,6,1,0,21
3,1,0,24,59,71,1,1,74,1,1,1,1,1,0,1,13,1,2,21
0,3,2,24,92,71,1,1,97,1,0,1,1,3,3,1,6,1,0,21
3,3,0,25,92,72,1,1,85,1,0,1,1,3,1,1,10,2,2,35
0,0,0,20,71,72,1,1,54,1,3,1,1,0,2,1,4,2,2,35
2,2,2,21,89,81,1,1,64,0,2,1,1,2,1,1,17,2,1,17
1,0,1,29,71,81,1,1,52,0,3,1,1,0,3,1,2,2,2,17
3,2,2,21,89,81,1,1,64,1,2,1,1,2,1,0,17,0,1,17
0,0,0,29,71,81,1,1,52,1,3,1,1,0,3,0,2,0,2,17
3,2,2,21,89,81,1,1,64,1,2,1,1,2,1,1,17,1,1,17
0,0,1,29,71,81,1,1,52,1,3,1,1,0,3,1,2,1,2,17
2,2,2,21,89,81,1,1,64,0,2,1,1,2,1,1,17,2,1,17
1,0,1,29,71,81,1,1,52,0,3,1,1,0,3,1,2,2,2,17
3,2,2,21,89,81,1,1,64,1,2,1,1,2,1,0,17,1,1,17
0,0,0,29,71,81,1,1,52,1,3,1,1,0,3,0,2,1,2,17
3,2,2,21,89,81,1,1,64,0,2,1,1,2,1,1,17,1,1,17
0,0,1,29,71,81,1,1,52,0,3,1,1,0,3,1,2,1,2,17
3,2,2,21,89,81,1,1,64,0,2,1,1,2,1,1,17,1,1,17
0,0,1,29,71,81,1,1,52,0,3,1,1,0,3,1,2,1,2,17
3,2,2,21,89,81,1,1,64,1,2,1,1,2,1,2,17,0,1,17
0,0,1,29,71,81,1,1,52,1,3,1,1,0,3,2,2,0,2,17
3,2,2,21,89,81,1,1,64,1,2,1,1,2,1,0,17,1,1,17
0,0,0,29,71,81,1,1,52,1,3,1,1,0,3,0,2,1,2,17
3,2,2,21,89,81,1,1,64,0,2,1,1,2,1,2,17,1,1,17
0,0,1,29,71,81,1,1,52,0,3,1,1,0,3,2,2,1,2,17
0,0,1,20,63,87,1,1,48,1,3,1,1,0,1,1,1,0,0,17
0,0,1,20,63,87,1,1,48,1,3,1,1,0,1,1,1,2,0,17
0,0,1,20,63,87,1,1,48,0,3,1,1,0,1,0,1,1,0,17
0,0,1,20,63,87,1,1,48,0,3,1,1,0,1,1,1,1,0,17
0,0,1,20,63,87,1,1,48,1,3,1,1,0,1,2,1,2,0,17
0,0,1,20,63,87,1,1,48,1,3,1,1,0,1,1,1,2,0,17
1,0,1,20,63,87,1,1,48,0,3,1,1,0,1,1,1,2,0,17
0,0,1,20,63,87,1,1,48,1,3,1,0,0,1,1,1,1,0,17
0,0,1,20,63,87,1,1,48,0,3,1,1,0,1,1,1,1,0,17
2,1,2,23,61,89,0,1,71,0,1,1,0,1,2,1,15,1,1,24
2,1,2,23,61,89,0,1,71,1,1,1,1,1,2,0,15,0,1,24
3,1,2,23,61,89,0,1,71,1,1,1,1,1,2,1,15,2,1,24
3,1,2,23,61,89,0,1,71,1,1,1,1,1,2,1,15,2,1,24
2,1,2,23,61,89,0,1,71,0,1,1,0,1,2,0,15,1,1,24
2,1,2,23,61,89,0,1,71,1,1,1,1,1,2,1,15,0,1,24
2,1,2,23,61,89,0,1,71,0,1,1,1,1,2,2,15,0,1,24
3,3,2,19,87,73,1,0,97,1,0,1,1,3,0,1,13,1,2,31
0,0,2,18,67,72,1,1,64,1,2,1,1,0,2,1,5,0,0,24
0,0,2,18,67,72,1,1,64,1,2,1,1,0,2,1,5,1,0,24
0,0,0,18,67,72,1,1,64,1,2,1,0,0,2,2,5,2,0,24
0,0,0,18,67,72,1,1,64,1,2,1,1,0,2,2,5,1,0,24
0,0,0,18,67,72,1,1,64,1,2,1,1,0,2,0,5,2,0,24
1,1,2,19,70,82,0,0,79,0,1,0,1,1,2,0,7,1,1,18
3,0,0,25,75,82,1,1,42,0,3,0,1,0,2,0,19,1,2,18
1,1,2,19,70,82,0,0,79,0,1,0,1,1,2,1,7,1,1,18
3,0,1,25,75,82,1,1,42,0,3,0,1,0,2,1,19,1,2,18
1,1,2,19,70,82,0,0,79,0,1,0,1,1,2,0,7,0,1,18
2,0,0,25,75,82,1,1,42,0,3,0,1,0,2,0,19,0,2,18
0,1,2,19,70,82,0,0,79,1,1,0,1,1,2,2,7,1,1,18
3,0,1,25,75,82,1,1,42,1,3,0,1,0,2,2,19,1,2,18
2,3,0,20,80,61,0,1,74,0,1,1,1,3,3,2,14,1,0,24
1,2,0,22,79,61,0,0,47,0,3,1,1,2,1,2,10,1,2,24
3,3,2,28,92,61,1,1,90,0,0,1,1,3,1,2,17,1,1,24
2,3,2,20,80,61,0,1,74,0,1,1,1,3,3,1,14,1,0,24
1,2,0,22,79,61,0,0,47,0,3,1,1,2,1,1,10,1,2,24
3,3,2,28,92,61,1,1,90,0,0,1,1,3,1,1,17,1,1,24
2,3,0,20,80,61,0,1,74,0,1,1,1,3,3,2,14,1,0,24
1,2,0,22,79,61,0,0,47,0,3,1,1,2,1,2,10,1,2,24
3,3,2,28,92,61,1,1,90,0,0,1,1,3,1,2,17,1,1,24
3,2,2,18,85,63,1,1,56,1,2,0,1,2,2,1,11,1,1,27
3,2,2,18,85,63,1,1,56,1,2,0,1,2,2,1,11,1,1,27
3,2,2,18,85,63,1,1,56,1,2,0,1,2,2,1,11,2,1,27
2,2,2,18,85,63,1,1,56,0,2,0,0,2,2,1,11,0,1,27
3,2,2,18,85,63,1,1,56,1,2,0,1,2,2,1,11,1,1,27
3,2,2,18,85,63,1,1,56,1,2,0,1,2,2,1,11,1,1,27
1,2,0,18,85,63,1,1,56,0,2,0,1,2,2,0,11,2,1,27
3,2,0,18,85,63,1,1,56,1,2,0,1,2,2,0,11,1,1,27
0,1,1,19,67,89,1,0,74,1,1,0,1,1,1,0,0,0,2,26
0,2,1,26,80,89,1,0,62,1,2,0,1,2,1,0,0,0,2,26
3,3,1,29,76,89,1,1,75,1,1,0,1,3,3,0,10,0,0,26
0,1,1,19,67,89,1,0,74,0,1,0,1,1,1,2,0,1,2,26
0,2,1,26,80,89,1,0,62,0,2,0,1,2,1,2,0,1,2,26
3,3,1,29,76,89,1,1,75,0,1,0,1,3,3,2,10,1,0,26
0,1,1,19,67,89,1,0,74,0,1,0,1,1,1,0,0,0,2,26
0,2,1,26,80,89,1,0,62,0,2,0,1,2,1,0,0,0,2,26
2,3,1,29,76,89,1,1,75,0,1,0,1,3,3,0,10,0,0,26
0,0,2,19,53,64,1,1,41,1,3,1,1,0,2,1,9,0,1,27
0,3,2,18,99,64,1,0,91,1,0,1,1,3,2,1,7,0,0,27
0,0,2,19,53,64,1,1,41,1,3,1,1,0,2,2,9,2,1,27
0,3,0,18,99,64,1,0,91,1,0,1,1,3,2,2,7,2,0,27
1,0,2,19,53,64,1,1,41,0,3,1,1,0,2,1,9,2,1,27
1,3,2,18,99,64,1,0,91,0,0,1,1,3,2,1,7,2,0,27
0,0,2,19,53,64,1,1,41,1,3,1,1,0,2,2,9,1,1,27
0,3,0,18,99,64,1,0,91,1,0,1,1,3,2,2,7,1,0,27
3,0,1,18,54,93,1,1,66,1,2,1,0,0,1,1,18,1,2,21
0,2,1,26,95,93,0,1,53,1,3,1,0,2,0,1,0,1,2,21
3,0,1,18,54,93,1,1,66,1,2,1,0,0,1,0,18,0,2,21
0,2,1,26,95,93,0,1,53,1,3,1,0,2,0,0,0,0,2,21
3,0,1,18,54,93,1,1,66,1,2,1,1,0,1,1,18,0,2,21
0,2,1,26,95,93,0,1,53,1,3,1,1,2,0,1,0,0,2,21
3,0,1,18,54,93,1,1,66,1,2,1,1,0,1,0,18,0,2,21
0,2,1,26,95,93,0,1,53,1,3,1,1,2,0,0,0,0,2,21
3,0,1,18,54,93,1,1,66,0,2,1,1,0,1,1,18,1,2,21
1,2,1,26,95,93,0,1,53,0,3,1,1,2,0,1,0,1,2,21
3,0,1,18,54,93,1,1,66,1,2,1,1,0,1,0,18,2,2,21
1,2,1,26,95,93,0,1,53,1,3,1,1,2,0,0,0,2,2,21
2,0,1,18,54,93,1,1,66,0,2,1,1,0,1,1,18,0,2,21
1,2,1,26,95,93,0,1,53,0,3,1,1,2,0,1,0,0,2,21
3,0,1,18,54,93,1,1,66,1,2,1,0,0,1,1,18,1,2,21
0,2,1,26,95,93,0,1,53,1,3,1,0,2,0,1,0,1,2,21
3,0,0,26,66,69,1,1,46,1,3,0,1,0,0,1,18,1,2,15
3,3,2,29,80,69,1,1,81,1,1,0,1,3,3,1,18,1,1,15
3,3,2,18,86,69,0,0,74,1,1,0,1,3,1,1,16,1,1,15
0,1,2,22,73,69,1,1,93,1,0,0,1,1,2,1,3,1,1,15
0,0,0,26,65,69,1,1,46,1,3,0,1,0,3,1,7,1,2,15
0,1,0,23,51,69,0,1,82,1,1,0,1,1,0,1,0,1,2,15
3,0,0,26,66,69,1,1,46,1,3,0,1,0,0,2,18,1,2,15
3,3,2,29,80,69,1,1,81,1,1,0,1,3,3,2,18,1,1,15
3,3,2,18,86,69,0,0,74,1,1,0,1,3,1,2,16,1,1,15
0,1,2,22,73,69,1,1,93,1,0,0,1,1,2,2,3,1,1,15
0,0,0,26,65,69,1,1,46,1,3,0,1,0,3,2,7,1,2,15
0,1,0,23,51,69,0,1,82,1,1,0,1,1,0,2,0,1,2,15
3,0,0,26,66,69,1,1,46,1,3,0,1,0,0,1,18,1,2,15
3,3,2,29,80,69,1,1,81,1,1,0,1,3,3,1,18,1,1,15
3,3,2,18,86,69,0,0,74,1,1,0,1,3,1,1,16,1,1,15
0,1,2,22,73,69,1,1,93,1,0,0,1,1,2,1,3,1,1,15
0,0,0,26,65,69,1,1,46,1,3,0,1,0,3,1,7,1,2,15
0,1,0,23,51,69,0,1,82,1,1,0,1,1,0,1,0,1,2,15
2,0,0,26,66,69,1,1,46,0,3,0,1,0,0,0,18,0,2,15
2,3,0,29,80,69,1,1,81,0,1,0,1,3,3,0,18,0,1,15
2,3,0,18,86,69,0,0,74,0,1,0,1,3,1,0,16,0,1,15
0,1,0,22,73,69,1,1,93,0,0,0,1,1,2,0,3,0,1,15
1,0,0,26,65,69,1,1,46,0,3,0,1,0,3,0,7,0,2,15
1,1,0,23,51,69,0,1,82,0,1,0,1,1,0,0,0,0,2,15
3,0,0,26,66,69,1,1,46,1,3,0,0,0,0,1,18,0,2,15
3,3,2,29,80,69,1,1,81,1,1,0,0,3,3,1,18,0,1,15
2,3,2,18,86,69,0,0,74,1,1,0,0,3,1,1,16,0,1,15
0,1,2,22,73,69,1,1,93,1,0,0,0,1,2,1,3,0,1,15
0,0,0,26,65,69,1,1,46,1,3,0,0,0,3,1,7,0,2,15
0,1,0,23,51,69,0,1,82,1,1,0,0,1,0,1,0,0,2,15
0,1,0,28,75,82,0,0,75,1,1,1,1,1,3,0,7,1,0,18
1,1,2,28,75,82,0,0,75,1,1,1,1,1,3,1,7,0,0,18
0,1,2,28,75,82,0,0,75,1,1,1,1,1,3,2,7,1,0,18
1,1,2,28,75,82,0,0,75,0,1,1,1,1,3,1,7,2,0,18
0,1,2,28,75,82,0,0,75,1,1,1,0,1,3,2,7,1,0,18
1,1,2,28,75,82,0,0,75,1,1,1,1,1,3,2,7,0,0,18
0,1,2,28,75,82,0,0,75,1,1,1,1,1,3,1,7,1,0,18
2,2,1,26,75,82,0,1,64,1,2,1,1,2,2,1,18,0,2,20
3,2,0,26,75,82,0,1,64,1,2,1,1,2,2,0,18,1,2,20
2,2,0,26,75,82,0,1,64,1,2,1,1,2,2,0,18,2,2,20
2,2,1,26,75,82,0,1,64,1,2,1,1,2,2,1,18,0,2,20
2,2,0,26,75,82,0,1,64,0,2,1,1,2,2,0,18,1,2,20
2,2,1,26,75,82,0,1,64,0,2,1,1,2,2,1,18,1,2,20
2,3,2,19,76,83,0,0,86,0,0,1,1,3,2,1,17,2,1,28
1,1,2,26,64,83,1,1,98,0,0,1,1,1,3,1,12,2,1,28
2,3,2,19,76,83,0,0,86,0,0,1,1,3,2,1,17,0,1,28
2,1,2,26,64,83,1,1,98,0,0,1,1,1,3,1,12,0,1,28
3,3,2,19,76,83,0,0,86,1,0,1,1,3,2,1,17,1,1,28
3,1,2,26,64,83,1,1,98,1,0,1,1,1,3,1,12,1,1,28
2,3,2,19,76,83,0,0,86,0,0,1,1,3,2,1,17,0,1,28
2,1,2,26,64,83,1,1,98,0,0,1,1,1,3,1,12,0,1,28
0,2,1,27,91,95,1,1,54,0,3,1,1,2,0,2,7,1,2,12
3,2,1,25,90,95,1,1,60,0,2,1,1,2,3,2,12,1,2,12
0,2,1,27,91,95,1,1,54,1,3,1,1,2,0,1,7,2,2,12
3,2,1,25,90,95,1,1,60,1,2,1,1,2,3,1,12,2,2,12
0,2,1,27,91,95,1,1,54,1,3,1,1,2,0,2,7,1,2,12
3,2,1,25,90,95,1,1,60,1,2,1,1,2,3,2,12,1,2,12
0,2,1,27,91,95,1,1,54,0,3,1,1,2,0,1,7,1,2,12
3,2,1,25,90,95,1,1,60,0,2,1,1,2,3,1,12,1,2,12
0,2,1,27,91,95,1,1,54,0,3,1,1,2,0,1,7,1,2,12
3,2,1,25,90,95,1,1,60,0,2,1,1,2,3,1,12,1,2,12
2,2,1,28,78,92,0,0,49,1,3,1,1,2,1,0,20,2,2,24
1,2,1,27,97,92,0,0,52,1,3,1,1,2,3,0,5,2,0,24
1,3,1,18,81,92,0,1,87,1,0,1,1,3,3,0,3,2,2,24
3,2,1,28,78,92,0,0,49,1,3,1,0,2,1,1,20,1,2,24
0,2,1,27,97,92,0,0,52,1,3,1,0,2,3,1,5,1,0,24
0,3,1,18,81,92,0,1,87,1,0,1,0,3,3,1,3,1,2,24
2,2,1,28,78,92,0,0,49,0,3,1,1,2,1,2,20,2,2,24
1,2,1,27,97,92,0,0,52,0,3,1,1,2,3,2,5,2,0,24
1,3,1,18,81,92,0,1,87,0,0,1,1,3,3,2,3,2,2,24
2,2,1,28,78,92,0,0,49,1,3,1,1,2,1,2,20,2,2,24
1,2,1,27,97,92,0,0,52,1,3,1,1,2,3,2,5,2,0,24
1,3,1,18,81,92,0,1,87,1,0,1,1,3,3,2,3,2,2,24
2,2,1,28,78,92,0,0,49,1,3,1,1,2,1,1,20,2,2,24
1,2,1,27,97,92,0,0,52,1,3,1,1,2,3,1,5,2,0,24
1,3,1,18,81,92,0,1,87,1,0,1,1,3,3,1,3,2,2,24
0,3,0,20,90,64,1,1,87,0,0,0,1,3,3,1,4,1,2,33
1,3,2,25,77,64,0,1,83,0,1,0,1,3,2,1,9,1,1,33
0,0,0,24,63,71,1,1,63,1,2,1,1,0,0,0,2,0,1,18
0,1,0,22,68,71,0,0,79,1,1,1,1,1,1,0,2,0,0,18
0,0,2,24,63,71,1,1,63,1,2,1,1,0,0,1,2,2,1,18
1,1,2,22,68,71,0,0,79,1,1,1,1,1,1,1,2,2,0,18
0,0,0,24,63,71,1,1,63,1,2,1,1,0,0,0,2,0,1,18
0,1,0,22,68,71,0,0,79,1,1,1,1,1,1,0,2,0,0,18
0,0,2,24,63,71,1,1,63,1,2,1,1,0,0,1,2,1,1,18
0,1,2,22,68,71,0,0,79,1,1,1,1,1,1,1,2,1,0,18
0,0,2,24,63,71,1,1,63,0,2,1,1,0,0,1,2,1,1,18
1,1,2,22,68,71,0,0,79,0,1,1,1,1,1,1,2,1,0,18
0,0,2,24,63,71,1,1,63,1,2,1,1,0,0,1,2,2,1,18
1,1,2,22,68,71,0,0,79,1,1,1,1,1,1,1,2,2,0,18
3,2,1,20,100,90,1,1,72,1,1,0,1,2,0,2,15,1,0,19
3,1,1,19,58,90,1,1,76,1,1,0,1,1,1,2,18,1,2,19
2,2,1,20,100,90,1,1,72,0,1,0,1,2,0,1,15,0,0,19
2,1,1,19,58,90,1,1,76,0,1,0,1,1,1,1,18,0,2,19
3,2,1,20,100,90,1,1,72,1,1,0,1,2,0,0,15,2,0,19
3,1,1,19,58,90,1,1,76,1,1,0,1,1,1,0,18,2,2,19
2,2,1,20,100,90,1,1,72,0,1,0,1,2,0,1,15,2,0,19
2,1,1,19,58,90,1,1,76,0,1,0,1,1,1,1,18,2,2,19
1,1,0,20,69,70,0,1,75,0,1,1,1,1,2,1,1,2,2,24
0,1,0,20,69,70,0,1,75,1,1,1,1,1,2,1,1,1,2,24
1,1,0,20,69,70,0,1,75,0,1,1,1,1,2,0,1,2,2,24
1,1,0,20,69,70,0,1,75,1,1,1,1,1,2,0,1,2,2,24
0,1,0,20,69,70,0,1,75,1,1,1,1,1,2,1,1,1,2,24
1,1,0,20,69,70,0,1,75,0,1,1,0,1,2,0,1,2,2,24
1,1,0,20,69,70,0,1,75,1,1,1,1,1,2,2,1,2,2,24
0,2,0,27,79,67,1,1,68,1,2,1,1,2,0,2,1,2,2,17
0,2,0,27,79,67,1,1,68,1,2,1,1,2,0,1,1,1,2,17
0,2,0,27,79,67,1,1,68,1,2,1,1,2,0,1,1,2,2,17
0,2,0,27,79,67,1,1,68,0,2,1,1,2,0,2,1,1,2,17
0,2,0,27,79,67,1,1,68,0,2,1,1,2,0,1,1,0,2,17
0,2,0,27,79,67,1,1,68,0,2,1,1,2,0,2,1,0,2,17
1,2,2,20,89,74,0,0,61,1,2,0,1,2,1,2,3,2,0,14
3,0,2,27,73,74,1,1,63,1,2,0,1,0,1,2,18,2,1,14
1,2,2,20,89,74,0,0,61,0,2,0,1,2,1,2,3,1,0,14
3,0,2,27,73,74,1,1,63,0,2,0,1,0,1,2,18,1,1,14
1,2,0,20,89,74,0,0,61,0,2,0,0,2,1,0,3,1,0,14
3,0,2,27,73,74,1,1,63,0,2,0,0,0,1,0,18,1,1,14
0,3,2,26,81,75,0,0,75,1,1,0,1,3,0,1,9,1,2,16
0,1,2,18,54,75,1,1,88,1,0,0,1,1,0,1,9,1,2,16
3,2,2,26,76,75,0,1,51,1,3,0,1,2,0,1,11,1,2,16
2,3,2,26,81,75,0,0,75,1,1,0,1,3,0,1,9,0,2,16
0,1,2,18,54,75,1,1,88,1,0,0,1,1,0,1,9,0,2,16
2,2,2,26,76,75,0,1,51,1,3,0,1,2,0,1,11,0,2,16
2,3,2,26,81,75,0,0,75,1,1,0,1,3,0,1,9,0,2,16
0,1,2,18,54,75,1,1,88,1,0,0,1,1,0,1,9,0,2,16
2,2,2,26,76,75,0,1,51,1,3,0,1,2,0,1,11,0,2,16
2,3,0,26,81,75,0,0,75,1,1,0,1,3,0,2,9,0,2,16
0,1,0,18,54,75,1,1,88,1,0,0,1,1,0,2,9,0,2,16
2,2,0,26,76,75,0,1,51,1,3,0,1,2,0,2,11,0,2,16
0,3,2,26,93,82,1,1,79,1,1,0,1,3,0,0,6,2,1,27
1,0,0,29,61,82,0,0,68,1,2,0,1,0,3,0,2,2,2,27
1,2,2,26,90,82,0,0,44,1,3,0,1,2,1,0,12,2,1,27
0,2,0,27,83,82,1,0,62,1,2,0,1,2,0,0,3,2,2,27
3,1,0,21,53,64,1,1,82,1,1,1,1,1,3,0,14,1,1,11
3,2,0,19,83,64,1,1,69,1,2,1,1,2,2,0,13,1,2,11
0,3,0,20,97,64,0,1,82,1,1,1,1,3,0,0,3,1,0,11
3,1,2,21,53,64,1,1,82,1,1,1,0,1,3,2,14,0,1,11
3,2,0,19,83,64,1,1,69,1,2,1,0,2,2,2,13,0,2,11
